trader,tokens_closed,gross_proceeds_usd,cost_of_sales_usd,realized_pnl
AShS7hhbLJm5uY7PPCXCTvRCpsB1kxMfZeuCn7w2aXqV,2,1100.05,1103.89,-3.84
4sYxFjmFripZFGh8YLGvzeG8TH1kPoba5r3sXNrZsCEW,1,46.53,31.41,15.12
6R1Y46FZekhx6yyvPFmxNigQEjDYxw5nAnvT7mKxbMPJ,1,37.8,45.79,-7.99
2mm7y8Cf24itmufN68WnhJEzNKH42NCpT31nR7EJptzT,1,974.05,666.94,307.11
FUg3ZFmK9Emr77M8jmrYAddBPTAL91w2UvtFdtjJ3JF,1,422.53,561.24,-138.71
7MuijcRAak6N2QB4KzJBrG5H2puc92HbABRwLFJfD4pK,1,320.26,318.5,1.75
ERWaKqB9p8YsSNC3nambssianMZZ1aZMf9ur3yG2eHph,1,496.32,462.08,34.24
FMnh6uck3BjQz6u7XW2G5WvQQMTzxzdoRsnLWLJXxm4L,1,217.65,227.02,-9.37
PDf5XrFhYRbqU6YdebVg9zra86KTt1hEHPBPmf6sU2g,2,625.58,617.22,8.37
5CAG2wyHsc7pC6ZtwcjsD6qmZ7AUe55uDQe4WPQ1FhMA,1,632.11,390.4,241.71
L9ZaHnQptAWW7RCRv3DJRC8wKHDfTXDDvkosTNTxAjp,1,328.51,406.72,-78.21
9o5rZ6gj2P2vMVmXb8kXVurUmKbqbYnZBEjiyCw4ESAf,1,3596.89,2646.43,950.47
6HtGfRogRoHnBtaPpwtT6XcZsuEj1Kbzy29L1J5f8p2x,1,163.96,384.79,-220.83
Bivp9dx9e8TaFxRggAwgBLtFBUfdxxVc5kw9WLSypUUs,1,238.96,354.3,-115.34
41RUKWGATyXTZZx8ZQFA6Hdu5M4FkD4sFxAeqpGgyywa,1,145.1,261.32,-116.22
DKdUg379qBwtRqruUwAq6Z9jACUXae9peBgXQxd2kX3m,3,625.89,1251.2,-625.31
67fXdNxif9XcZfUnZc2UvArnE2h1Q2iR8nzTRfUhxKvv,1,110.43,150.34,-39.91
7JmNa29Py8rFf8MqcMBNtn6dRKmqbAYRhiairN3Zykjo,1,295.93,349.21,-53.28
2qposVJ3AM2UByBrvQPD9QdbsWJhkKZhHcEwdqLdtVwQ,2,369.4,398.14,-28.74
HX6CYRV3ofJJLeoo1aKHoCpEPWbcsdJ8rshkTgvBpLPz,1,56.82,45.31,11.51
FgeVkzuQgKdYmEr4UnYevuh4aLsMjfWnd8omjjFqmNvX,1,24.16,13.02,11.14
C2JpZaM9xJVaamGtQLN1ginfJJQz3PmeAWzF5nUohjfN,3,433.73,409.1,24.63
Cj84Z6EKfEXjwqR1nfPQ2xr9gikDgJYFVBrUFTmxPTUM,3,1831.3,1868.99,-37.69
BzJvigYqZaX2288DXaCokkKDPSC8eMYhcNLZF1pidcUF,1,5840.46,1778.63,4061.83
B1wivGaCkrsiW48ibaRhpnVWrqX8DmVedGgkmqhtjpmt,1,148.43,311.75,-163.32
5RAeS9tEbTn6asRtKpiukhVXepY552jz31qtY9yFo8A5,2,1153.82,1351.22,-197.4
4Qvz6sseooSrZGWXbeCYAUhfYzJb94DjkffzcWTzr628,1,1857.72,453.05,1404.67
EK4zCw8oabRgdxd7rvQsJHcPmgA8bu5hTxx4kYo6aGVZ,1,3273.24,1040.92,2232.33
Ewh5aXqQUZNvqd6uNJKLQ2c9XFz6tjg572EDZCCrfg8y,1,45.64,53.61,-7.97
71NJo6kSDs29aURrD8zZxxjuCTNWpMDjoQMzXZKGrDU4,1,1731.93,2288.97,-557.04
Hdq1egFgRcmvsgHqppxCkBQ3EXrgknmFkgMf11P1rTzo,1,34.41,51.68,-17.28
TzJPxGtemWUMy2tvCrwVp9hocGNYzhL3yMfi8eWs3kd,1,197.67,470.72,-273.04
Cns29UMGpz8ci9quQAhLJvi5fMvbpSM66ybpmHwUZcTM,1,124.44,200.0,-75.56
4oTRegvkqGZN75kWNWdS2sx5iEpb3auTMVee8nJG9kZj,1,258.65,250.0,8.65
FuoCHSyeMAsosHeUtHUCBQTnv9rXzGchbJ3wwKtNAhaD,2,936.44,1113.86,-177.42
4AcJ2mEpbqikwmsvVwSpnxKrXdz4uKg6o3fb5VBNSSih,1,198.87,208.05,-9.18
4abYvpvBngpRyu5XRXiFVcZextL4TuUb8jWKwCdWynj5,1,18.38,18.71,-0.33
4ve75hi9H3nd6nhsmspdVzx2z8jKa8sNthfsrvWiLBHb,2,40.42,42.15,-1.73
8vKEy5XeZE5iEB9QCpypKSWQ75dxk1qfYDn5Zf83TNdx,5,46662.1,54841.1,-8179.0
G3KKj95Z7hTxtB3XvZtvSzAUKW8Vwea6VJ2stBTJxwU8,4,18221.94,7091.59,11130.36
DEZ4rkRmESbYNVyta8QdzZDd9Je2M72oE3bSSL136ZcA,1,103.65,146.39,-42.74
FcZnnMsXFjAMDb6QKnvS7itBd8NPxKUq7Ru1brXfjacH,2,327.54,815.08,-487.54
58jmpgCn4wdo9sicsbFPwwEPxncnsY2PLjoruKFmrT7p,6,3882.81,4559.07,-676.26
6XPQzxd2GfX78qMaCuqjvZkW5GmHd33574FbYXNMnoXB,3,1888.03,2368.35,-480.33
CuuQy5QBCC4ZHfxafs4SC76tDzL8hywfGLZEMUuGgRaF,1,655.58,641.57,14.01
4m3KEuN1RyRyy3Aq9c6jfGs7TFNjyc7NqJjgaaFpjY6w,1,68.32,360.98,-292.65
3gWk13Jt6b9iPEPprfYuTQJV6zqJZcDPgg3wL1zb8t8c,1,73.6,52.14,21.45
DcWaznw4jcfVHVFapcSf9P8AhPifwVG6Xrw9aLrbJA1M,3,1269.72,820.0,449.72
H4f3iQ4bvR9W8jSecQoL1MRReMTfb34k8H9SmrEJXsw8,1,1447.19,1657.95,-210.76
8D3tRZPqnpDX8oz1PVXft6npwrhW9zb8JneZqUNa56zB,1,492.12,278.93,213.19
A58suybsbGy2NXLBK2AjYTziwEpbTFR5SqbFcTQtK5o6,1,218.11,186.43,31.68
7wMzPY81EhEorzEjQnNQb9BTEwoMhdVKfCvA1VVjAaMr,1,218.8,227.2,-8.4
rL7w2nSWvv8K1icHW19jBYGbdvGF4XZMRfnM9qsy2y7,1,50.46,52.91,-2.45
GzutConnRVAGBcLtVj45VctZW6xSh6uMXAJT64whuFzU,2,1199.04,726.21,472.83
GkxxAsFT2nQ1Z9bSpxn6EQgRkHW1AqLzbCtVwBquNfYJ,1,18.03,25.62,-7.59
4qVSyESmKx4j2mRL45N5VNSYe2uPN5hhYBRVvexr6aEx,6,2149.73,2860.0,-710.27
7zSQq6iN9czDrgctWPSyXgpnAoo2yu4qCdXKn88vFXg5,1,215.79,161.57,54.21
RKGsSVVKgPH3YSa6BWovBW1vcxdWJkmTe2ToQXFEYEb,1,1534.68,1054.66,480.01
CPcHUJF1bZkWECWXT4XWD7VYGZE26PSNw2dvhxYnzUbp,1,25.28,15.23,10.05
9DGHUdAMfu81T6HHNRMkzVagAR4yHh352BZtJ6NbsWF6,3,817.69,848.11,-30.41
39pZEgr3SUe2eNHYkbEwr8ktkp8kpNXvgg75uLhP7d1H,1,1127.1,1928.86,-801.76
4NGUjZH3zsi7v9myvCaW5LenaiJDsMotMV9ttngBr7dg,4,1835.58,2082.22,-246.64
BKFMBHw5oszKS8QzQSGtyfbbc4frtSTwT63JEWUJCPp5,1,320.94,286.24,34.7
CaM4jmMtaSwUrL6LX5LvGWRuTAp3yG9QiDSV67Gr1T6k,2,736.62,600.0,136.62
2kVmkgYVCMsyiqcovQTaQxsNAn8Nii8LqU4nxgTGp8Pj,1,586.87,572.4,14.47
4pLQAKsgPgrxYEzDUYN4hkr2DpMUxQr7EQq6ekdbWqvP,1,141.3,206.65,-65.35
HZtaEMmJrcsSXpTB1LukiUQPzaJoNdpYteSTYfEFkYW8,1,325.92,389.77,-63.85
2KqJyzyZzjpmSB388PxWvYqDX75BKE2YmR5r9AbSquKX,3,2278.29,2662.04,-383.74
9sminVskLieTTHTpjN2RKp5KazgHYsze4NJqXEDvrc42,1,605.16,310.45,294.71
DmopudSGaQQenK4cW5NgmHUsexMB3sEJNn6n1EfLKs28,1,15467.66,12619.33,2848.33
EnoLgSfcH1DEQutA1n9sRLVHDSmFq9d2ckcrCKbKrJFj,1,370.68,213.3,157.38
7m8npYuZeermDndmfK5m6KQeeuKjiaM42TsFLLf8GRPk,1,388.92,469.02,-80.1
EUEvVyv5iuvTKvdCNKwkQS9yVGuHwy1NgRPqo8rkFkza,2,1219.0,1465.96,-246.96
4KMCHKmkHErkUDD9ZZ2kggA1K9BqabwHWR41cN2wXJm7,4,1349.87,1776.25,-426.38
GFAidk1q8rC6VtA9nV4H9wNpimGbbuzYmmLVEqPNYrD7,1,697.5,665.66,31.84
EEqhDeQds8mukXx3e6Y4jotmio2quDGxUsUdhLDTTSf8,1,18.71,13.26,5.45
CdzW7yMqrQhHo9XsccXiNhDX7GVxFw64QZPQ6L3pPHy9,5,4244.29,3882.68,361.61
Ew2JvG8zkz4qrRQg1qzyaUuvi6q4NL5K282BDnBiHygL,1,3334.47,2444.05,890.42
5MS1eamP8JnZbgyo8xXfSBsmttYSjnZK6JnDmCWo4GFL,1,48.47,128.25,-79.78
3AL9ErxAxm9PbaWs8YVPCvdLFgECybLkwUaeVhfSj6Vu,3,7426.0,3468.95,3957.05
wN59Qq5fw9n4z6GnJXc6U3gGQRCfxyZ4xoBRqFpTmoX,1,151.15,223.67,-72.52
Bi32uNCMDeiQz9K7j78fL8qaD3gJL3K2JSw4cV5s5FxM,1,156.21,469.06,-312.84
G3XeVTGfqK5WFy6WbMKQE1S2AXk1rcTNZoGvSuAxYoXu,1,52.37,120.77,-68.4
BLL6HT1vXurpsyYAWoPw5S3z849bJiyKbV4CcHdEsuez,1,192.32,282.59,-90.27
ELoFUa7i9G86dWCgoRDxa8VFJXNj9uhpwxsXXNpzcwfw,1,2287.05,748.14,1538.9
83PkgkGepNtfgMxREAhHPiJr13zqMQ9N5ygqGT76aLW8,1,444.55,220.0,224.55
EZcWZCc5gS3gQMKDnKRCbVNyBCEXHiDsWLQdfaXfydc6,2,1644.26,1221.73,422.53
5VsygzbPXfxiPpigjqamnviFjZkDAYTTGkX6yZxF8BtV,1,852.0,900.0,-48.0
Atncz17RwfXvu3cNSFAmVu3pTogiuHU3yucwxk38BWsa,2,1061.44,868.0,193.44
9pJbqxQVZFr81eBLHnsswBKEA91c1JzQYasuULvpTN5V,2,472.36,500.0,-27.64
63uJ36xD93PsRQL3NXyuAYFjstAUSLimreZX1EmTCBvt,3,5157.57,7671.21,-2513.64
CugptmDQGeXhmNiDoyqMvh58VJrTHkBNB6GMNzxm6Hiw,6,2340.73,2343.49,-2.76
AoZhd7MD8C29EDHLSJAcKgyKxeVpvTm3xjuNjpPxPY71,1,441.57,385.73,55.85
3NEetBQsPghnskEpmskHKuy464SwrSHwCKJ3yqKdkhUb,1,174.76,244.76,-70.0
5iiBxBhPPmRte2U7d5ZwXKAFfa1rL5wRTGA4vHbugNj,1,3.88,8.76,-4.88
HHg75MqxkMaALqSTmrJFzdXLAqwEhPWxsW4gQDRFvPqh,1,13.29,10.23,3.06
GDnvvNyeKw2dz2PEQnTEpWqBTGUixSPbBLg1BFXfjX8B,1,396.98,405.67,-8.69
G4fajG8oRzUZRKx4fJTc1Mkf7uLGHQCzTNQYrjgL5XLX,1,298.34,428.0,-129.66
2rCPU2QodAJfzaUnaXsodB5NQDMfUbLhXNZJ9FaQK4oX,1,623.67,196.74,426.92
DGbiGJXurPiFcYhQSD2HjXvzVHqY4jNj3AxSMqURRM1N,1,390.16,325.22,64.94
73FKWFdmF69BnA39DGxjphgpmr3GTN4dwg9MPhrccr9r,1,370.55,210.0,160.55
FLepRtWUJjWnmNMFH6X3NJWRzLkRJXx83h5opVtTQsrE,1,983.12,988.66,-5.54
8H6gtBaewB7uqpoVqxsF2akBLgbP7t81x6z21MFwn4kv,1,493.18,257.3,235.88
Ct1daXGbrkkjobKnBEGU4A7fFSSNJt865QyfSG1M1Z1A,1,39.06,26.03,13.03
mEQLymrYkHVg9xufn8mbso5daUtGrhj6izL7GbrVwFS,2,4109.07,4662.71,-553.64
HgSx9rLzRV8jAkiMHWYzotR78Wa3WueDfjzkZsSXtN4v,1,32.14,38.39,-6.25
G1XEdm23GGr5rUyw7hGLJK3sJTYi3PAcx8TiVcfFPyTR,1,649.62,1468.1,-818.48
GjWCvo8Nt1ZCRkUFneTnW1Bv7Psjo5gZX4Siei2s5NsR,1,21.52,26.21,-4.69
EsiFUZsAm5zy846N9RJR3wYB2TqqRJMRHFXNQQGdjzzS,1,880.28,828.34,51.94
Hv8ny25voJHAEpTZA3bSvw2MJErDynkk9KSgET4xmzDi,1,451.32,500.0,-48.68
DToQg5wWeUTUfYznPMgtY6hEafoaTnd1w4F6LxUkaRzm,1,105.84,111.64,-5.8
7fxoetUUbnfPiRfzja4GEu1mB1PVQzChoz3LgHs1YHMP,1,123.6,124.63,-1.03
ByrS25JqzFwUyyuk23rrjnqiwUBTXPcjdR4yCuSYyqG6,1,78.02,88.02,-10.0
8o3dLr8dYNQqxk7NjHJZRoSAUBZmV4f395xa9hdKzwDU,1,1854.25,2866.0,-1011.75
6FwcpxTzHmPBpB6Rj9tu8t58JGMXyygppts7ZXjRKWQc,2,773.14,827.0,-53.86
43fHu2TurYWYTvYyVZqqY2jgKUorZzwocpuqtHzJThRB,1,33.98,19.14,14.85
FMji2vPcoPPNJakqmNH28vMpu572CNurzBoRquVYx5HG,4,1438.84,1581.4,-142.56
6WT9uhqcXEjL1dGdZVj16vP79hYAgEe8KtfdyB5Nd4S7,1,1002.95,1045.1,-42.14
127HMHqyUr66o8UbEPjPzeA2iLiCQC3s2C7Uh3QbWqi7,1,117.58,150.0,-32.42
XGysm2VEsY91tgJqz7NzeECdTYWQfMua992P57XiDTE,1,227.62,392.9,-165.28
Gdoawbsc1MViQwYecbGz1sU2DP8yvr5aisdC4smGQHgv,1,376.41,521.73,-145.32
BxjNqKKAk7agzCKJEBP8boPVPgM52ispPZispz4W4sHq,1,182.36,200.0,-17.64
DATkt7AXbqJLqT4zUX6cgwDxkPxp1mnfhuZ84RypuMpv,1,110.77,129.57,-18.8
7nvXGXt1KnmJGzT2PopnB2Bgxj9yLzr1UgwSk11gC124,1,265.0,222.94,42.06
HBwy2sEuZFUJ32RRJ2VCx1uttejDKT8AnGwERi2PC8kd,1,142.49,220.0,-77.51
7BkZT4Wj66QfqWRyffAGwPV7odmUV1A6x8ZzRdduxrjZ,1,298.36,130.31,168.05
FcTsxZYedE8cLNAT47AFBkrPYiiRdagjzPXStxsc5Hj8,1,275.31,250.0,25.31
AaRnpbkgE4TGicRVn7mMTtLhRVFq6TL2Js955amqg1T3,2,2032.79,2231.89,-199.1
46MDHsmQNeG2GuLWnfhwu1QH4a1tVWDP2PNZsTMFPDSt,1,207.7,194.16,13.54
J3M2vEAVCSgp4zPRGSuYuirHABxYccHqk5sxTTq5e5Hu,1,664.27,578.78,85.49
4g67xgixPYSwk9rASeRP4TX1W5WYVyHEtZZ4kYa1teX2,1,121.33,250.0,-128.67
4BaedFffgmixAngdp2Axma4wjy9VegUUUzWfiuiKjCYZ,1,189.21,200.0,-10.79
3haUN4x1nnSByk56vAukwSY4XWqJVig4hNAAkgVuuqAb,1,373.53,400.0,-26.47
65QgxaVvs4yhCjVp5XJ9dLeunyfWJ9BTY8WQHrRGYBad,1,72.93,57.05,15.87
As6yAtxRGqfWxedMt1kEhnpTfbtnyrnMCbancoMshpfU,1,13.25,9.02,4.23
BZPwVMh5sJBEZnbSnaximR4MgYZuY5u4DyqTRAN263sC,1,38.7,72.61,-33.91
5z9z3JKQ3kYHGUENZheUjkUxwC4qFVhzso8CLJ9CGEhd,1,740.72,425.6,315.12
CdUtpKosRRktUAqpj6RJZAQZw8hxyaTuR2motJRR2cri,1,1427.54,1038.76,388.78
FsRapgmL5pCoqhtpUtoSGbrWR2EEzrMUyMex4vLznmh4,1,40.83,33.27,7.56
7LyjBrTHEeYN22BhzjDN2uJP6jrteJHSD39aHEqZcfnM,2,1543.65,1435.25,108.39
ArapSKm8GrhMJdKmoJvUGLNmhKC1N2KT1CCXjjJQLeC8,1,51.21,78.06,-26.85
AAkt3jehSq4oGkHaPitPD6w3D3sdHfsn6xAqhtvE6N4z,1,130.42,157.5,-27.08
6sCeAy8XJjDXcctbVwr3s5gC8f972D8VLX6YubPBQNfs,1,378.34,114.85,263.49
7sPSPcEcmTJaUacmw6Yp13TM12mqcmNeK18WyGExGZfh,1,41.16,32.12,9.04
EFrRrza3Qyie8iLVxnEsJGeWqnu1az4pCyhxuBabEFP8,1,464.22,390.53,73.69
55HjYFDTgkP2dMJ7AzykXoP3FgrnW9DyQewWQ3Sg7Qdo,1,981.07,525.27,455.8
HMddPAHypZEiVk31VQjBxS9BuksyQnTpTGyPx5jtZkS9,1,597.34,593.75,3.59
apfjwpbYuVsdjvM8pH5RwGJdBMT2XFnnS6DNYTUfxwW,1,979.34,796.16,183.18
CMmfpBwm2ZJ2hHpR1zvKA8b1a6o9ZxqBWQFDT4nnRAeA,1,88.69,1000.0,-911.31
H9bWP6zpKP5KGyqZ2V1R5DKRyF1do55XpDyRdcinuSnJ,2,403.49,412.13,-8.64
2DZR5zLSDzCbJMvY2TFqSQ3j9hEfsQJucE8BNFAktLCV,1,340.53,418.89,-78.36
7c5bDo9Yv1z2JccXuwtNov1DyQZhBawF1ssodjtJhxBE,2,920.06,948.97,-28.9
GhcTgCeBsk1H9JL3gJ1GsnuqyYsJmThj1KDGCKjkQ6K8,1,268.8,280.92,-12.12
7bHEH5KgKJHdFjRNpJ4DFsjxWKxtmELQaA9g3WcZpWFJ,1,185.68,176.58,9.1
81gpywCdrRFxH15RwFk2aUnkpSn8FqmXrCFSiWNNjSEU,2,417.67,557.56,-139.89
AwRKa4zxfmymRXaGszm6JhD1S3ruqaGQX134QPhxwjSG,1,193.14,274.58,-81.44
EhZq1nuZYcHSG2qVALNPrpHx1kD6TCrR2zSA2k6EBm7P,1,627.18,371.65,255.53
EraqS1w54ECPnzPhXNJUWfLHPjchHZorUs1srnGGdxK1,1,6.25,5.2,1.05
5zqWsmbca4U8mvKxny677XpTG3Vby1beTTwNkWmcyivM,1,365.3,606.93,-241.63
5zwE3jMhue55UXtVY9QnppZnWyjLD2VmqHnSzpKwiMnt,1,14.7,15.01,-0.3
GmVCJvvgBLWM8DLXno2PERh7nJx6hvGgx83B9zzx9ZUS,2,1163.33,777.61,385.72
4FwgfvJ2zmLJxxoVGfPdxq7c1ne6HBLuuXMp4y6bZoH6,1,198.96,788.59,-589.63
HxmnZWsfLMUjpM5XqRtqdt8A5m4Ga8hFmqG7Y7VAvGwc,1,217.35,250.0,-32.65
8bNu6UCejcWmyH9Grz7KeJh5iRTTKvFdGTDYWwYeXq6U,1,16.6,33.87,-17.27
GqQh9hJGEAXHf3Y5dZNdQCyYmoeJbktdpdVe3pXKLYom,1,1502.0,218.97,1283.03
Cy6FHxCuzDn1QY1VGPC617wK4SNw1ZUfyRtsLmy1s9xu,1,198.28,773.66,-575.38
9duaXE82NQuw3CU8codAzssqnWjrbd28T8cxMvprM3nz,1,135.97,501.74,-365.77
q4im3tWCAXZ2aVXFLWYGEYtDJfjEMmfmKDPzqUKzYCF,1,66.89,39.18,27.71
DqF7casXZ4aGVXqnzhK46JQbEhMmP1Z7wmCvb7TY4Hg8,1,19.16,19.66,-0.49
38K48AddR83Bdbm94H2pASyX3vQCh4QX7NoGRP8ZmWp4,1,2584.58,2709.97,-125.38
AgSELf8jkJYUfEpLNfUxpj3qf21tbLFdHsqvkHWjuYPC,1,5605.35,145.04,5460.31
HNHU6wShhA1Bofk7JPpLBN2vumuFMYNpZnpZJXaUUMoC,1,330.76,252.81,77.95
9m2Uv3aBhNrg8xuG2TgN92FVLLp53sWhHDF9NgChEaD7,1,470.07,400.19,69.88
4cqXVaYdAWX5Vhh9ddjsh2Lf8xF1PxwQSAfcHX2ZXpJu,1,469.49,197.03,272.46
9Vro6N85XtnV26NiNeJ3gMUDAY8Lu3re7or8ZXpoijkR,1,923.5,1508.19,-584.69
HQfQmkcAWjXrse3EvsD8HTwSg4qwn95tt2GF8Lsv5Dy7,1,147.77,105.95,41.82
4KgKpcME4i7zTomdF1yiPwHn6cTn32urVeVTLJDJ6Wk5,1,427.32,1127.06,-699.74
J7Lp8uSmwpdnqKvDtBc4UauceCELV9zYGsetNHh8cesv,1,289.14,251.13,38.01
2pBjtLSx3BUSm1CAQYhSHrWK7MMmWnQQKoLHYLMdzxYV,1,1634.35,1628.72,5.63
7UakQyubu39qUoMv7HtejPJu38Uf8c7Rtje2tmgVDhx,1,556.95,995.56,-438.62
CbzgrWUGTziuzri51zLUwbCMp4j48gR12nGLFqi3tkm2,1,339.99,449.15,-109.16
3N9mGWDr2fsw5PrnR99LiCWWrRGsvSMXoVLqaXK3BTkW,1,28.16,42.13,-13.98
821WtPZcErhDhQXqQL7X11cEwX5LzykQbbdnEdT7ieYJ,1,873.92,545.36,328.56
Fj5dgJr4DBdaiAr1siv58cX46J7kv1ByswKwa7M9fJ8u,1,461.63,353.06,108.57
7W8uaJK9bPHMhZaMJmTYMdMmXDNZSHKCzAwZnsQfnn3t,1,842.97,2903.25,-2060.28
8r6FsQyAnNJQYB9R9eqFaPmXGVmcBaXQTE7TqVYzXjoj,1,112.4,266.63,-154.23
38ASAuviFTsRy3EC7wtAbd5SsF3bgjfnC8WQW4ofddiH,1,133.51,170.76,-37.25
EcZJVDpRkqJ69fzjBrQC2ccU8v4EFbtLZUmdcsVLs1oG,1,172.02,243.84,-71.82
qT8mXZkdXHdcFBaeJMbzAZT9envNB8MPDnCgFZruzKG,1,620.89,554.56,66.33
49C7Z7HuSwv59ybhSEcRWV23bS2rxvNQsuJFh42YxXJW,1,1238.91,1153.82,85.09
F11mt2PsYTR7RF7hzfvFyeFbWREiCS3soa5pGbPX88Lb,1,1974.8,1934.53,40.27
FHRxE6oLuvAazUbZruW9qhZmxXsbtYBUZB14kT1KqsP8,1,41.88,249.91,-208.03
62dekwM8eTsbA8tG6gdcFHHydtaAyMuXkMFpkd2jPToj,1,209.11,200.0,9.11
2PkDeMpsivctBgfEgTSApvxCkVAmXS17V5G8opEMP4Zn,2,1306.13,1225.58,80.55
3xTzyAtwaZtndzH5yLAWDz1yxdE8jzR4YtEahnPiZAcg,1,2.9,2.45,0.45
7xyxCpRujizfwyTFns4XgGXZCkoqVj16JgTdhsbNUqtR,1,131.48,177.21,-45.73
3Tv7MiGTZvV9XhZKCU5VTyuU6NRvvdoNLiA35tCK3aX1,2,329.33,342.0,-12.67
7Ywhybq1ZBJnvDzfjd3bTzi4ykXDX1yTG5SiuMrsurKT,1,29.5,60.52,-31.03
BSsyo5oh2tuaZBjjWq6V3NHS66BTHfmV1aJd6RDyknLQ,3,2115.49,1890.38,225.11
6sdAHRkc27a1ermL8hbNHoY6ihp8W9af8eXZ3dEWhojT,1,1017.91,903.11,114.79
AYLRcxzu2mkUWTgJa3brUiBJVXmkEYF9EprmGBp1uSn8,2,672.71,887.05,-214.34
2y3eEEQqHSycY9zYDXsWHcQwxy7BrWfbjTsewZqMDFjQ,1,968.69,271.73,696.96
C8Drmne7s8F6gPiAUkjAqvBxfSLXMYfBDpPsgQaR6mQo,2,476.88,476.96,-0.08
DaxCQvf9PAMJeWjNEqk1adMfj4M21YzH12joPie65uyC,3,690.59,1001.79,-311.2
3NwmWrKmdbiTMbYXZ1uDk3n8UgRZMxerzF9xFtAZLLp2,1,1092.93,1024.34,68.59
EUrbNJpUk8J53riz2vJfUneB8y7cPzS1esYoxnE1LzFF,1,219.42,169.86,49.56
J4m32js5bMYybCkSR6YSU3zMLaULw48ZXCjVUbYGz4gG,1,302.93,308.07,-5.14
91tFWxRv7QsuKVFPDBFCDkG7kRVBxmzoeiuPmMgnhZsy,1,878.11,1102.1,-223.99
DuaLmy6Z4gz8ctYRJaDLUo5omGr6xT311Vx8T2GbqVCB,1,63.84,60.77,3.07
4X9xbvRr6PH3sbTsDrVJJVa8WF8R9GeFnsPPtQ5EfdKz,1,198.6,300.0,-101.4
FsFNBEgGW3t4LYekbmPnR8f3tQmuSBiAzawzts4Jwyxk,1,113.17,434.02,-320.85
9SHeme1GFLqH5326Zci66dYXZcPwrKEvxufzdBUtyput,2,3563.59,2939.45,624.14
6CrXQkzov42gu7dct4v9HDVxyqUFK95uZKi1rHsZJWg5,1,974.15,889.13,85.03
FX4WCipZ9ZaPihCpm9oJaeFzf9zNTBqK1YZpNteAg9a5,1,10.47,12.96,-2.49
BWNAdvAMY2e13Z2zLNHBVrPAH2oUjh9S5tQZ9ws7Np49,1,204.43,350.0,-145.57
BA1qZ4JUEWaRorMwz8SFjUDMCJHxRiFVC9Ygrwdbxczm,1,579.38,165.67,413.71
8ugv346gtnH1jYcjwa8TowwYYWrtaJ8LBFTHRxeiBbDr,1,152.75,250.0,-97.25
9WD3qyqyKJsrp27Su5TvwANAte8m8Hhiw1hLcQEvx12q,1,293.57,298.0,-4.43
J6kX8ZU6m7RdmZap6fZjnLpSjHg3bYgg65ek46RFkyke,1,220.41,104.77,115.63
9Ncvhvq8fdCbc79orgHGUe5pRk4MH9DxWmQHQ91whNb4,1,80.28,145.56,-65.28
Ewsu9JTyTm5TnQffYTgr2rz16vzeUy9it9uP5Kph3G9T,1,962.0,66.45,895.55
6yFbtmHU65gY6VwFuv7d8NbDkawhbfRNArATdGqSj8qB,1,1400.59,682.36,718.23
GmZF2buYrxpFmWdajSaQM7uPavzSV9dxdJTKkMUoZ33S,1,492.63,989.39,-496.76
8cRPJmcrkFfxQN2QhquQUiP5qxJr2xxKsqxAuyJqiRBF,1,266.6,239.65,26.95
78hFCQaWc6hHTxESdcAQcWX3i5J5QHYyuvrT8kGP4XNv,1,273.64,275.8,-2.16
B8C6ErrMNWG5GCqCakAVxzGpqxFfzYc3x73UP7QfU6GX,1,464.5,976.44,-511.94
2zVV22uNWdJNmkXpj5vCrMzwHGBoJdsyV7qACh29sK1w,1,19.41,19.45,-0.04
5s1mdLQ1yiJKpBZAGX8YGrGfFGJAaaZB7JFxsTv8wv2g,1,423.99,250.0,173.99
2VyqoNp8m5tDkisPqwSA4rw3wMVaMPrzT6jEr6bFhUYe,1,82.75,46.12,36.63
DQMyp2GnyuHSdPogDzcJmCR4N1c83TP3MgLGAsDPuHkb,1,165.48,221.42,-55.94
5bqPJzqqYsuPVcScosTKHQzRMFjiBZNDU9Yom95uDhn1,1,913.79,471.79,442.0
6U65wPtA7U84LMsosMcP4CaKiweof633tAB363MrgARV,2,40.33,74.34,-34.01
3aypykvBqKnpMJuvAAxmXwkg4jwcu3zEupYeKVUQL726,2,795.82,1414.42,-618.6
DewnfbRHfaWSigmTGx5r81fZ9NTJJ1AjjPLBjix6pmJ7,1,27.39,57.72,-30.33
D7mNtSvd5mEGkdm1aN1gR3vCjggFBTnMezDojDH5ER4C,1,244.72,500.0,-255.28
FKArhGCzpMY375bA6CChRLK98EaTaV7uJ8ixEMcXTqws,1,40.12,52.04,-11.92
EVAdeD8vh5E2V82oQzzEmyC8ogmhfBjL4M8DYKeWncRp,1,1307.31,1000.0,307.31
35RpVbmSa3jm2e2LP5BcY9aNBKQQLLuK9ALqHxSQaBeV,1,1070.6,814.97,255.62
B8YAwjGYk6qidWzGBXMAxP7nYfG8g74EZ3Y4gFSsobRw,1,137.84,137.4,0.44
29dQjJbxTzdpUb93ry8mBNy5xTB3qpDT7PZPgfZcvByQ,1,5.97,4.03,1.95
C2t5PyscyczXXqVLy17K4rxgj8o5hkCppexprgbyS5fh,1,43.9,39.32,4.57
HdTCJZZY4hfcHWdRHRo8EgKC7t5FdTGpSogBxTXgs6G8,1,306.39,227.4,78.99
